month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
7,24,7,0,,,,2.81915,0.0,0.0,0.0,0.0
8,1,1,0,,,,1.9281666,0.0,0.0,0.0,0.0
8,2,1,0,,,,0.47581667,0.0,0.0,0.0,0.0
8,3,1,0,,,,0.45823333,0.0,0.0,0.0,0.0
8,4,1,0,,,,0.44601667,0.0,0.0,0.0,0.0
8,5,1,0,,,,0.46588334,0.0,0.0,0.0,0.0
8,6,1,0,,,,0.67106664,0.0,0.0,0.0,0.87
8,7,1,0,,,,0.84471667,0.0,0.0,0.0,41.12
8,8,1,0,,,,2.5932667,0.0,0.0,0.0,14.06
8,9,1,0,,,,2.7008834,0.0,0.0,0.0,58.05
8,10,1,0,,,,2.0974,0.0,0.0,0.0,310.95
8,11,1,0,,,,2.5029,0.0,0.0,0.0,309.85
8,12,1,0,,,,2.6979334,0.0,0.0,0.0,408.25
8,13,1,0,,,,2.1056833,0.0,0.0,0.0,253.05
8,14,1,0,,,,0.13263333,0.0,0.0,0.0,171.52
8,15,1,0,,,,0.7,0.0,0.0,0.0,75.01
8,16,1,0,,,,0.2069,0.0,0.0,0.0,87.93
8,17,1,0,,,,1.6474,0.0,0.0,0.0,82.53
8,18,1,0,,,,1.0865834,0.0,0.0,0.0,39.56
8,19,1,0,,,,0.22160001,0.0,0.0,0.0,13.2
8,20,1,0,,,,1.5579333,0.0,0.0,0.0,2.03
8,21,1,0,,,,2.8323166,0.0,0.0,0.0,0.0
8,22,1,0,,,,0.63876665,0.0,0.0,0.0,0.0
8,23,1,0,,,,0.72651666,0.0,0.0,0.0,0.0
8,24,1,0,,,,2.649125,0.0,0.0,0.0,0.0
8,1,2,0,,,,0.47031668,0.0,0.0,0.0,0.0
8,2,2,0,,,,0.43945,0.0,0.0,0.0,0.0
8,3,2,0,,,,0.45005,0.0,0.0,0.0,0.0
8,4,2,0,,,,0.81888336,0.0,0.0,0.0,0.0
8,5,2,0,,,,1.1225,0.0,0.0,0.0,0.0
8,6,2,0,,,,1.3846166,0.0,0.0,0.0,0.0
8,7,2,0,,,,0.4599,0.0,0.0,0.0,11.5
8,8,2,0,,,,0.9788667,0.0,0.0,0.0,125.83
8,9,2,0,,,,1.5243167,0.0,0.0,0.0,134.75
8,10,2,0,,,,1.8559667,0.0,0.0,0.0,390.48
8,11,2,0,,,,2.2233334,0.0,0.0,0.0,494.46
8,12,2,0,,,,2.6617167,0.0,0.0,0.0,330.74
8,13,2,0,,,,2.8698833,0.0,0.0,0.0,511.35
8,14,2,0,,,,2.17205,0.0,0.0,0.0,245.64
8,15,2,0,,,,1.3411,0.0,0.0,0.0,386.38
8,16,2,0,,,,1.7706,0.0,0.0,0.0,437.32
8,17,2,0,,,,1.7263833,0.0,0.0,0.0,57.81
8,18,2,0,,,,0.95556664,0.0,0.0,0.0,191.58
8,19,2,0,,,,0.16821672,0.0,0.0,0.0,40.21
8,20,2,0,,,,0.06305008,0.0,0.0,0.0,4.87
8,21,2,0,,,,0.7734,0.0,0.0,0.0,0.0
8,22,2,0,,,,2.7929332,0.0,0.0,0.0,0.0
8,23,2,0,,,,2.78785,0.0,0.0,0.0,0.0
8,24,2,0,,,,1.9899,0.0,0.0,0.0,0.0
8,1,3,0,,,,0.42018333,0.0,0.0,0.0,0.0
8,2,3,0,,,,0.42725,0.0,0.0,0.0,0.0
8,3,3,0,,,,0.45856667,0.0,0.0,0.0,0.0
8,4,3,0,,,,0.42461666,0.0,0.0,0.0,0.0
8,5,3,0,,,,0.43333334,0.0,0.0,0.0,0.0
8,6,3,0,,,,0.66361666,0.0,0.0,0.0,0.0
8,7,3,0,,,,1.4631667,0.0,0.0,0.0,4.99
8,8,3,0,,,,1.0081333,0.0,0.0,0.0,141.86
8,9,3,0,,,,1.85565,0.0,0.0,0.0,242.66
8,10,3,0,,,,1.8997166,0.0,0.0,0.0,197.38
8,11,3,0,,,,2.39035,0.0,0.0,0.0,245.73
8,12,3,0,,,,2.59005,0.0,0.0,0.0,365.33
8,13,3,0,,,,2.7788167,0.0,0.0,0.0,226.42
8,14,3,0,,,,2.8056,0.0,0.0,0.0,50.03
8,15,3,0,,,,2.6097333,0.0,0.0,0.0,136.8
8,16,3,0,,,,1.7813667,0.0,0.0,0.0,259.39
8,17,3,0,,,,1.2711333,0.0,0.0,0.0,58.79
8,18,3,0,,,,0.91611665,0.0,0.0,0.0,64.11
8,19,3,0,,,,0.16495004,0.0,0.0,0.0,16.24
8,20,3,0,,,,0.13251671,0.0,0.0,0.0,0.13
8,21,3,0,,,,2.2664833,0.0,0.0,0.0,0.0
8,22,3,0,,,,1.2790166,0.0,0.0,0.0,0.0
8,23,3,0,,,,2.04115,0.0,0.0,0.0,0.0
8,24,3,0,,,,1.932075,0.0,0.0,0.0,0.0
8,1,4,0,,,,0.4298,0.0,0.0,0.0,0.0
8,2,4,0,,,,0.46255,0.0,0.0,0.0,0.0
8,3,4,0,,,,0.42236668,0.0,0.0,0.0,0.0
8,4,4,0,,,,0.43218333,0.0,0.0,0.0,0.0
8,5,4,0,,,,0.51098335,0.0,0.0,0.0,0.0
8,6,4,0,,,,2.7232332,0.0,0.0,0.0,0.0
8,7,4,0,,,,1.11895,0.0,0.0,0.0,18.04
8,8,4,0,,,,0.75028336,0.0,0.0,0.0,183.25
8,9,4,0,,,,1.19405,0.0,0.0,0.0,419.01
8,10,4,0,,,,1.61235,0.0,0.0,0.0,566.92
8,11,4,0,,,,2.1339834,0.0,0.0,0.0,631.56
8,12,4,0,,,,2.5404167,0.0,0.0,0.0,798.3
8,13,4,0,,,,2.7630334,0.0,0.0,0.0,807.67
8,14,4,0,,,,2.18255,0.0,0.0,0.0,789.21
8,15,4,0,,,,1.6962833,0.0,0.0,0.0,700.18
8,16,4,0,,,,1.76935,0.0,0.0,0.0,585.76
8,17,4,0,,,,1.6895167,0.0,0.0,0.0,399.45
8,18,4,0,,,,0.86588335,0.0,0.0,0.0,196.43
8,19,4,0,,,,0.5849167,0.0,0.0,0.0,36.93
8,20,4,0,,,,0.11096674,0.0,0.0,0.0,3.39
8,21,4,0,,,,0.3722334,0.0,0.0,0.0,0.0
8,22,4,0,,,,1.9197,0.0,0.0,0.0,0.0
8,23,4,0,,,,1.9475334,0.0,0.0,0.0,0.0
8,24,4,0,,,,2.8027334,0.0,0.0,0.0,0.0
8,1,5,0,,,,0.48576668,0.0,0.0,0.0,0.0
8,2,5,0,,,,0.42623332,0.0,0.0,0.0,0.0
8,3,5,0,,,,0.44516668,0.0,0.0,0.0,0.0
8,4,5,0,,,,0.81848335,0.0,0.0,0.0,0.0
8,5,5,0,,,,0.49646667,0.0,0.0,0.0,0.0
8,6,5,0,,,,1.33235,0.0,0.0,0.0,0.0
8,7,5,0,,,,1.6597,0.0,0.0,0.0,5.03
8,8,5,0,,,,2.1743166,0.0,0.0,0.0,218.46
8,9,5,0,,,,2.00575,0.0,0.0,0.0,416.38
8,10,5,0,,,,2.0212333,0.0,0.0,0.0,574.11
8,11,5,0,,,,2.2017334,0.0,0.0,0.0,360.63
8,12,5,0,,,,2.6263,0.0,0.0,0.0,234.37
8,13,5,0,,,,2.8080332,0.0,0.0,0.0,818.82
8,14,5,0,,,,1.7344,0.0,0.0,0.0,769.98
8,15,5,0,,,,1.9761833,0.0,0.0,0.0,102.9
8,16,5,0,,,,2.0118167,0.0,0.0,0.0,519.68
8,17,5,0,,,,1.1422668,0.0,0.0,0.0,311.95
8,18,5,0,,,,0.8587722,0.0,0.0,0.0,159.32
8,19,5,0,,,,0.008383425,0.0,0.0,0.0,46.91
8,20,5,0,,,,9.9999994e-08,0.0,0.0,0.0,3.88
8,21,5,0,,,,0.1550167,0.0,0.0,0.0,0.0
8,22,5,0,,,,0.6692167,0.0,0.0,0.0,0.0
8,23,5,0,,,,1.5288666,0.0,0.0,0.0,0.0
8,24,5,0,,,,2.9278417,0.0,0.0,0.0,0.0
8,1,6,0,,,,2.5535,0.0,0.0,0.0,0.0
8,2,6,0,,,,0.46856666,0.0,0.0,0.0,0.0
8,3,6,0,,,,0.43261668,0.0,0.0,0.0,0.0
8,4,6,0,,,,0.67581666,0.0,0.0,0.0,0.0
8,5,6,0,,,,0.6644167,0.0,0.0,0.0,0.0
8,6,6,0,,,,0.44958332,0.0,0.0,0.0,0.0
8,7,6,0,,,,1.4029666,0.0,0.0,0.0,70.93
8,8,6,0,,,,0.75623333,0.0,0.0,0.0,240.35
8,9,6,0,,,,1.2773666,0.0,0.0,0.0,443.72
8,10,6,0,,,,2.0507,0.0,0.0,0.0,607.61
