month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
7,24,7,0,,,,0.63045,0.0,0.0,0.0,0.0
8,1,1,0,,,,0.8168667,0.0,0.0,0.0,0.0
8,2,1,0,,,,0.9285333,0.0,0.0,0.0,0.0
8,3,1,0,,,,0.40106666,0.0,0.0,0.0,0.0
8,4,1,0,,,,0.96785,0.0,0.0,0.0,0.0
8,5,1,0,,,,0.39808333,0.0,0.0,0.0,0.0
8,6,1,0,,,,0.99095,0.0,0.0,0.0,0.87
8,7,1,0,,,,0.94366664,0.0,0.0,0.0,41.12
8,8,1,0,,,,2.0174167,0.0,0.0,0.0,14.06
8,9,1,0,,,,3.1141834,0.0,0.0,0.0,58.05
8,10,1,0,,,,3.1016333,0.0,0.0,0.0,310.95
8,11,1,0,,,,3.6635168,0.0,0.0,0.0,309.85
8,12,1,0,,,,3.96365,0.0,0.0,0.0,408.25
8,13,1,0,,,,4.58375,0.0,0.0,0.0,253.05
8,14,1,0,,,,3.0112333,0.0,0.0,0.0,171.52
8,15,1,0,,,,1.41055,0.0,0.0,0.0,75.01
8,16,1,0,,,,2.7819,0.0,0.0,0.0,87.93
8,17,1,0,,,,0.8875667,0.0,0.0,0.0,82.53
8,18,1,0,,,,0.038016725,0.0,0.0,0.0,39.56
8,19,1,0,,,,2.37675,0.0,0.0,0.0,13.2
8,20,1,0,,,,1.7800333,0.0,0.0,0.0,2.03
8,21,1,0,,,,1.89975,0.0,0.0,0.0,0.0
8,22,1,0,,,,1.3950666,0.0,0.0,0.0,0.0
8,23,1,0,,,,0.46668333,0.0,0.0,0.0,0.0
8,24,1,0,,,,0.4093625,0.0,0.0,0.0,0.0
8,1,2,0,,,,0.41468334,0.0,0.0,0.0,0.0
8,2,2,0,,,,0.40603334,0.0,0.0,0.0,0.0
8,3,2,0,,,,0.40656668,0.0,0.0,0.0,0.0
8,4,2,0,,,,0.41251665,0.0,0.0,0.0,0.0
8,5,2,0,,,,0.38946667,0.0,0.0,0.0,0.0
8,6,2,0,,,,0.38328335,0.0,0.0,0.0,0.0
8,7,2,0,,,,1.27275,0.0,0.0,0.0,11.5
8,8,2,0,,,,0.9623167,0.0,0.0,0.0,125.83
8,9,2,0,,,,1.3203833,0.0,0.0,0.0,134.75
8,10,2,0,,,,2.5424166,0.0,0.0,0.0,390.48
8,11,2,0,,,,3.5653167,0.0,0.0,0.0,494.46
8,12,2,0,,,,4.2911167,0.0,0.0,0.0,330.74
8,13,2,0,,,,1.0600667,0.0,0.0,0.0,511.35
8,14,2,0,,,,3.4659667,0.0,0.0,0.0,245.64
8,15,2,0,,,,3.4834166,0.0,0.0,0.0,386.38
8,16,2,0,,,,2.8661335,0.0,0.0,0.0,437.32
8,17,2,0,,,,2.6472332,0.0,0.0,0.0,57.81
8,18,2,0,,,,1.9205,0.0,0.0,0.0,191.58
8,19,2,0,,,,1.8882834,0.0,0.0,0.0,40.21
8,20,2,0,,,,1.4274167,0.0,0.0,0.0,4.87
8,21,2,0,,,,0.82236665,0.0,0.0,0.0,0.0
8,22,2,0,,,,0.914,0.0,0.0,0.0,0.0
8,23,2,0,,,,1.0543166,0.0,0.0,0.0,0.0
8,24,2,0,,,,0.44785833,0.0,0.0,0.0,0.0
8,1,3,0,,,,0.944,0.0,0.0,0.0,0.0
8,2,3,0,,,,0.44246668,0.0,0.0,0.0,0.0
8,3,3,0,,,,0.43698335,0.0,0.0,0.0,0.0
8,4,3,0,,,,0.67303336,0.0,0.0,0.0,0.0
8,5,3,0,,,,1.1650333,0.0,0.0,0.0,0.0
8,6,3,0,,,,0.43633333,0.0,0.0,0.0,0.0
8,7,3,0,,,,1.0566167,0.0,0.0,0.0,4.99
8,8,3,0,,,,1.0178666,0.0,0.0,0.0,141.86
8,9,3,0,,,,0.9087167,0.0,0.0,0.0,242.66
8,10,3,0,,,,0.81634164,0.0,0.0,0.0,197.38
8,11,3,0,,,,0.3887,0.0,0.0,0.0,245.73
8,12,3,0,,,,0.34815,0.0,0.0,0.0,365.33
8,13,3,0,,,,0.33685,0.0,0.0,0.0,226.42
8,14,3,0,,,,0.31243333,0.0,0.0,0.0,50.03
8,15,3,0,,,,0.32771668,0.0,0.0,0.0,136.8
8,16,3,0,,,,0.31816667,0.0,0.0,0.0,259.39
8,17,3,0,,,,1.6297,0.0,0.0,0.0,58.79
8,18,3,0,,,,2.8653,0.0,0.0,0.0,64.11
8,19,3,0,,,,2.90875,0.0,0.0,0.0,16.24
8,20,3,0,,,,2.5363834,0.0,0.0,0.0,0.13
8,21,3,0,,,,1.6745833,0.0,0.0,0.0,0.0
8,22,3,0,,,,1.16765,0.0,0.0,0.0,0.0
8,23,3,0,,,,1.1197333,0.0,0.0,0.0,0.0
8,24,3,0,,,,0.73583335,0.0,0.0,0.0,0.0
8,1,4,0,,,,0.7748,0.0,0.0,0.0,0.0
8,2,4,0,,,,0.85646665,0.0,0.0,0.0,0.0
8,3,4,0,,,,0.5043667,0.0,0.0,0.0,0.0
8,4,4,0,,,,0.7697167,0.0,0.0,0.0,0.0
8,5,4,0,,,,0.36588332,0.0,0.0,0.0,0.0
8,6,4,0,,,,0.35385,0.0,0.0,0.0,0.0
8,7,4,0,,,,0.36265,0.0,0.0,0.0,18.04
8,8,4,0,,,,0.35778335,0.0,0.0,0.0,183.25
8,9,4,0,,,,0.33911666,0.0,0.0,0.0,419.01
8,10,4,0,,,,0.3504,0.0,0.0,0.0,566.92
8,11,4,0,,,,0.35061666,0.0,0.0,0.0,631.56
8,12,4,0,,,,0.31635,0.0,0.0,0.0,798.3
8,13,4,0,,,,0.2753,0.0,0.0,0.0,807.67
8,14,4,0,,,,0.25515,0.0,0.0,0.0,789.21
8,15,4,0,,,,0.27553332,0.0,0.0,0.0,700.18
8,16,4,0,,,,0.2749,0.0,0.0,0.0,585.76
8,17,4,0,,,,0.34005,0.0,0.0,0.0,399.45
8,18,4,0,,,,0.7634,0.0,0.0,0.0,196.43
8,19,4,0,,,,3.4438834,0.0,0.0,0.0,36.93
8,20,4,0,,,,2.7360334,0.0,0.0,0.0,3.39
8,21,4,0,,,,1.3578167,0.0,0.0,0.0,0.0
8,22,4,0,,,,1.1681833,0.0,0.0,0.0,0.0
8,23,4,0,,,,1.0768167,0.0,0.0,0.0,0.0
8,24,4,0,,,,0.5734917,0.0,0.0,0.0,0.0
8,1,5,0,,,,0.61065,0.0,0.0,0.0,0.0
8,2,5,0,,,,0.67008334,0.0,0.0,0.0,0.0
8,3,5,0,,,,0.74576664,0.0,0.0,0.0,0.0
8,4,5,0,,,,0.40358335,0.0,0.0,0.0,0.0
8,5,5,0,,,,0.59201664,0.0,0.0,0.0,0.0
8,6,5,0,,,,0.9037667,0.0,0.0,0.0,0.0
8,7,5,0,,,,0.72251666,0.0,0.0,0.0,5.03
8,8,5,0,,,,0.46883333,0.0,0.0,0.0,218.46
8,9,5,0,,,,0.68563336,0.0,0.0,0.0,416.38
8,10,5,0,,,,1.0784333,0.0,0.0,0.0,574.11
8,11,5,0,,,,1.0269333,0.0,0.0,0.0,360.63
8,12,5,0,,,,0.71776664,0.0,0.0,0.0,234.37
8,13,5,0,,,,1.1446,0.0,0.0,0.0,818.82
8,14,5,0,,,,1.1223333,0.0,0.0,0.0,769.98
8,15,5,0,,,,1.2239,0.0,0.0,0.0,102.9
8,16,5,0,,,,1.6608917,0.0,0.0,0.0,519.68
8,17,5,0,,,,2.0675416,0.0,0.0,0.0,311.95
8,18,5,0,,,,1.48845,0.0,0.0,0.0,159.32
8,19,5,0,,,,1.3744833,0.0,0.0,0.0,46.91
8,20,5,0,,,,2.2112834,0.0,0.0,0.0,3.88
8,21,5,0,,,,1.4645,0.0,0.0,0.0,0.0
8,22,5,0,,,,1.7514,0.0,0.0,0.0,0.0
8,23,5,0,,,,1.2798667,0.0,0.0,0.0,0.0
8,24,5,0,,,,1.0647416,0.0,0.0,0.0,0.0
8,1,6,0,,,,0.41595,0.0,0.0,0.0,0.0
8,2,6,0,,,,0.96463335,0.0,0.0,0.0,0.0
8,3,6,0,,,,0.40118334,0.0,0.0,0.0,0.0
8,4,6,0,,,,0.41051668,0.0,0.0,0.0,0.0
8,5,6,0,,,,0.8433,0.0,0.0,0.0,0.0
8,6,6,0,,,,0.32855,0.0,0.0,0.0,0.0
8,7,6,0,,,,0.93441665,0.0,0.0,0.0,70.93
8,8,6,0,,,,0.90678334,0.0,0.0,0.0,240.35
8,9,6,0,,,,0.8650333,0.0,0.0,0.0,443.72
8,10,6,0,,,,0.40888333,0.0,0.0,0.0,607.61
8,11,6,0,,,,0.33598334,0.0,0.0,0.0,725.41
8,12,6,0,,,,0.5945,0.0,0.0,0.0,741.76
8,13,6,0,,,,0.49333334,0.0,0.0,0.0,797.03
8,14,6,0,,,,0.7385167,0.0,0.0,0.0,776.28
8,15,6,0,,,,2.37575,0.0,0.0,0.0,688.45
8,16,6,0,,,,0.3189,0.0,0.0,0.0,555.17
8,17,6,0,,,,0.33093333,0.0,0.0,0.0,380.07
8,18,6,0,,,,0.34671667,0.0,0.0,0.0,169.46
8,19,6,0,,,,0.34876665,0.0,0.0,0.0,34.4
8,20,6,0,,,,0.36248332,0.0,0.0,0.0,2.86
8,21,6,0,,,,0.35765,0.0,0.0,0.0,0.0
8,22,6,0,,,,0.36373332,0.0,0.0,0.0,0.0
8,23,6,0,,,,0.36125,0.0,0.0,0.0,0.0
8,24,6,0,,,,0.3672,0.0,0.0,0.0,0.0
8,1,7,0,,,,0.3711,0.0,0.0,0.0,0.0
8,2,7,0,,,,0.3506,0.0,0.0,0.0,0.0
8,3,7,0,,,,0.31078333,0.0,0.0,0.0,0.0
