month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
7,24,7,0,,,,9.7529096e-08,0.0,0.0,0.0,0.0
8,1,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,2,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,3,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,4,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,5,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,6,1,0,,,,0.008633418,0.0,0.0,0.0,0.87
8,7,1,0,,,,0.30475003,0.0,0.0,0.0,41.12
8,8,1,0,,,,0.53886676,0.0,0.0,0.0,14.06
8,9,1,0,,,,1.3050333,0.0,0.0,0.0,58.05
8,10,1,0,,,,1.61705,0.0,0.0,0.0,310.95
8,11,1,0,,,,2.7272666,0.0,0.0,0.0,309.85
8,12,1,0,,,,3.8617167,0.0,0.0,0.0,408.25
8,13,1,0,,,,2.1907833,0.0,0.0,0.0,253.05
8,14,1,0,,,,2.5295334,0.0,0.0,0.0,171.52
8,15,1,0,,,,1.4962833,0.0,0.0,0.0,75.01
8,16,1,0,,,,0.81633335,0.0,0.0,0.0,87.93
8,17,1,0,,,,1.7462167,0.0,0.0,0.0,82.53
8,18,1,0,,,,0.95851666,0.0,0.0,0.0,39.56
8,19,1,0,,,,0.8073,0.0,0.0,0.0,13.2
8,20,1,0,,,,0.7443834,0.0,0.0,0.0,2.03
8,21,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,22,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,23,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,24,1,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,1,2,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,2,2,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,3,2,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,4,2,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,5,2,0,,,,9.918213e-08,0.0,0.0,0.0,0.0
8,6,2,0,,,,1.0070801e-07,0.0,0.0,0.0,0.0
8,7,2,0,,,,0.22268337,0.0,0.0,0.0,11.5
8,8,2,0,,,,0.4047,0.0,0.0,0.0,125.83
8,9,2,0,,,,0.36675,0.0,0.0,0.0,134.75
8,10,2,0,,,,1.69065,0.0,0.0,0.0,390.48
8,11,2,0,,,,1.27775,0.0,0.0,0.0,494.46
8,12,2,0,,,,0.38688335,0.0,0.0,0.0,330.74
8,13,2,0,,,,0.53173333,0.0,0.0,0.0,511.35
8,14,2,0,,,,3.5001833,0.0,0.0,0.0,245.64
8,15,2,0,,,,2.2696166,0.0,0.0,0.0,386.38
8,16,2,0,,,,4.0351834,0.0,0.0,0.0,437.32
8,17,2,0,,,,2.5872583,0.0,0.0,0.0,57.81
8,18,2,0,,,,0.6544167,0.0,0.0,0.0,191.58
8,19,2,0,,,,2.2416167,0.0,0.0,0.0,40.21
8,20,2,0,,,,0.75883335,0.0,0.0,0.0,4.87
8,21,2,0,,,,0.34843335,0.0,0.0,0.0,0.0
8,22,2,0,,,,1.58875,0.0,0.0,0.0,0.0
8,23,2,0,,,,3.18445,0.0,0.0,0.0,0.0
