month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
7,24,7,0,,,,9.833333e-08,0.0,0.0,0.0,0.0
8,1,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,2,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,3,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,4,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,5,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,6,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.87
8,7,1,0,,,,0.06936672,0.0,0.0,0.0,41.12
8,8,1,0,,,,0.4953667,0.0,0.0,0.0,14.06
8,9,1,0,,,,1.2157,0.0,0.0,0.0,58.05
8,10,1,0,,,,1.5863167,0.0,0.0,0.0,310.95
8,11,1,0,,,,2.0755334,0.0,0.0,0.0,309.85
8,12,1,0,,,,0.6504001,0.0,0.0,0.0,408.25
8,13,1,0,,,,0.30236673,0.0,0.0,0.0,253.05
8,14,1,0,,,,0.4880834,0.0,0.0,0.0,171.52
8,15,1,0,,,,0.24653341,0.0,0.0,0.0,75.01
8,16,1,0,,,,0.10241676,0.0,0.0,0.0,87.93
8,17,1,0,,,,0.088150084,0.0,0.0,0.0,82.53
8,18,1,0,,,,0.0028000984,0.0,0.0,0.0,39.56
8,19,1,0,,,,9.9999994e-08,0.0,0.0,0.0,13.2
8,20,1,0,,,,9.9999994e-08,0.0,0.0,0.0,2.03
8,21,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,22,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,23,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,24,1,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,1,2,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,2,2,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,3,2,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,4,2,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
8,5,2,0,,,,9.9999994e-08,0.0,0.0,0.0,0.0
